"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도"
"경기도 광주시 장지동","일반","5**","경충대로","자연녹지","제2종근린생활","25m이상","1517.62","1149.00","363,000","null","201908","8"," ","1991"
"경기도 광주시 장지동","집합","5*","장지3길","자연녹지","제2종근린생활","8m미만","52.44"," ","14,000","null","201910","31"," ","2013"
"경기도 광주시 장지동","집합","5*","장지3길","자연녹지","제2종근린생활","8m미만","52.44"," ","14,000","null","201910","31"," ","2013"
"경기도 광주시 중대동","일반","1**","순암로","계획관리","제1종근린생활","12m미만","382.72","487.00","115,500","null","201903","11"," ","2017"
"경기도 광주시 중대동","일반","2*","고불로","생산녹지","제1종근린생활","12m미만","128.78","820.00","158,700","null","201910","31"," ","2016"
"경기도 광주시 직동","일반","1**","직동로","계획관리","제2종근린생활","8m미만","460","581.00","69,800","null","201903","5"," ","2007"
"경기도 광주시 직동","일반","2**","직동로148번길","계획관리","제1종근린생활","8m미만","134.4","246.00","37,100","null","201909","22"," ","2019"
"경기도 광주시 초월읍 대쌍령리","일반","3**","-","계획관리","숙박","8m미만","998.42","644.00","84,232","null","201901","18"," ","1988"
"경기도 광주시 초월읍 대쌍령리","일반","9*","무들로","계획관리","제2종근린생활","12m미만","98.55","5.14","6,000","null","201901","25"," ","2019"
"경기도 광주시 초월읍 도평리","일반","1**","도평길51번길","계획관리","제2종근린생활","8m미만","60","346.00","28,000","null","201901","29"," ","2014"
"경기도 광주시 초월읍 도평리","일반","1**","도평길51번길","계획관리","제2종근린생활","8m미만","60","346.00","52,000","null","201901","29"," ","2014"
"경기도 광주시 초월읍 무갑리","일반","7**","산수로645번길","계획관리","제2종근린생활","8m미만","423.62","1294.00","117,000","null","201901","3"," ","2014"
"경기도 광주시 초월읍 무갑리","일반","7**","산수로645번길","계획관리","제1종근린생활","8m미만","792.8","3077.00","277,000","null","201901","3"," ","2014"
"경기도 광주시 초월읍 무갑리","일반","7**","산수로645번길","계획관리","제2종근린생활","8m미만","493.1","1285.00","118,255","null","201906","11"," ","2012"
"경기도 광주시 초월읍 무갑리","일반","6**","산수로645번길","계획관리","제1종근린생활","8m미만","487.2","1476.00","102,000","null","201906","18"," ","2018"
"경기도 광주시 초월읍 무갑리","일반","8**","산수로682번길","계획관리","제2종근린생활","12m미만","396","840.00","100,500","null","201911","19"," ","2009"
"경기도 광주시 초월읍 선동리","일반","3**","-","계획관리","제2종근린생활","8m미만","493.44","979.00","101,078","null","201902","20"," ","2001"
"경기도 광주시 초월읍 선동리","일반","3**","선장동길","계획관리","제2종근린생활","8m미만","492.23","1546.00","116,500","null","201908","30"," ","2017"
"경기도 광주시 초월읍 신월리","일반","1**","-","계획관리","제2종근린생활","8m미만","422.05","846.00","58,038","null","201901","23"," ","2004"
"경기도 광주시 초월읍 신월리","일반","4**","산수로","계획관리","제2종근린생활","12m미만","427.28","413.00","95,000","null","201902","26"," ","2004"
"경기도 광주시 초월읍 신월리","일반","5**","두둘기길","계획관리","제2종근린생활","8m미만","320.28","534.00","65,270","null","201902","28"," ","2013"
"경기도 광주시 초월읍 신월리","일반","3**","산수로","계획관리","제1종근린생활","12m미만","141.1","452.00","37,000","null","201904","29"," ","1999"
"경기도 광주시 초월읍 신월리","일반","5**","두월길55번길","계획관리","제2종근린생활","8m미만","751.8","1973.00","177,000","null","201907","29"," ","2019"
"경기도 광주시 초월읍 신월리","일반","1**","두월길","계획관리","제2종근린생활","8m미만","714.91","1812.00","137,000","null","201907","31"," ","2010"
"경기도 광주시 초월읍 신월리","일반","5**","산수로","보전관리","제2종근린생활","8m미만","99.34","911.00","36,850","null","201908","5"," ","2012"
"경기도 광주시 초월읍 신월리","일반","3**","신월길","계획관리","제1종근린생활","8m미만","337","1640.00","116,000","null","201911","22"," ","2013"
"경기도 광주시 초월읍 신월리","일반","3**","신월길","계획관리","제2종근린생활","8m미만","456","1815.00","136,000","null","201911","22"," ","2013"
"경기도 광주시 초월읍 쌍동리","집합","3**","경충대로","계획관리","제2종근린생활","25m이상","32.13"," ","27,000","1","201901","28"," ","2004"
"경기도 광주시 초월읍 쌍동리","일반","5*","경충대로963번길","계획관리","제2종근린생활","8m미만","396","1207.00","124,480","null","201901","31"," ","1997"
"경기도 광주시 초월읍 쌍동리","집합","3**","경충대로1127번길","계획관리","제2종근린생활","12m미만","31.5"," ","20,400","null","201903","7"," ","2005"
"경기도 광주시 초월읍 쌍동리","일반","3*","경충대로963번길","계획관리","제1종근린생활","8m미만","653.6","1647.00","132,000","null","201903","28"," ","2015"
"경기도 광주시 초월읍 쌍동리","일반","2**","경충대로1127번길","계획관리","제2종근린생활","12m미만","375.58","715.00","119,400","null","201912","6"," ","1997"
"경기도 광주시 초월읍 쌍동리","일반","2**","도곡안길","계획관리","제2종근린생활","8m미만","188.1","661.00","68,000","null","201912","7"," ","1992"
"경기도 광주시 초월읍 용수리","일반","4**","장담길","계획관리","제2종근린생활","8m미만","510","1556.00","193,000","null","201912","3"," ","2003"
"경기도 광주시 초월읍 지월리","일반","1**","지월로100번길","생산관리","제1종근린생활","-","168","912.00","45,500","null","201903","25"," ","2019"
"경기도 광주시 초월읍 지월리","일반","4**","경수길153번길","계획관리","제2종근린생활","8m미만","288.45","836.00","64,000","null","201904","11"," ","2018"
"경기도 광주시 초월읍 지월리","일반","6*","산수로","보전관리","제2종근린생활","8m미만","184","927.00","81,280","null","201905","10"," ","2015"
"경기도 광주시 초월읍 지월리","일반","4**","경수길153번길","계획관리","제2종근린생활","8m미만","385","988.00","71,300","null","201905","30"," ","2003"
"경기도 광주시 초월읍 지월리","일반","6*","산수로","계획관리","제2종근린생활","8m미만","177.75","507.50","47,500","null","201905","31"," ","2010"
"경기도 광주시 초월읍 지월리","일반","1**","지월로100번길","농림","제1종근린생활","8m미만","174","879.00","66,800","null","201906","21"," ","2018"
"경기도 광주시 초월읍 학동리","일반","2**","동막골길","계획관리","제2종근린생활","8m미만","392.4","996.00","56,500","null","201906","12"," ","2003"
"경기도 광주시 초월읍 학동리","일반","3**","동막골길","계획관리","제2종근린생활","8m미만","493.4","1676.00","109,741","null","201906","25"," ","2018"
"경기도 광주시 초월읍 학동리","일반","2**","동막골길","보전관리","제1종근린생활","8m미만","396","3019.00","93,560","null","201908","26"," ","2018"
"경기도 광주시 초월읍 학동리","일반","3**","동막골길","계획관리","제2종근린생활","8m미만","429.35","1076.00","52,530","null","201910","14"," ","2014"
"경기도 광주시 초월읍 학동리","일반","2**","동막골길","계획관리","제1종근린생활","8m미만","196.2","568.00","35,000","null","201910","23"," ","2005"
"경기도 광주시 초월읍 학동리","일반","2**","-","계획관리","제1종근린생활","8m미만","192","518.00","34,000","null","201910","23"," ","2005"
"경기도 광주시 탄벌동","집합","7**","회안대로","제3종일반주거","제1종근린생활","25m미만","43.25"," ","30,400","1","201904","9"," ","2011"
"경기도 광주시 탄벌동","집합","7**","회안대로","제3종일반주거","제2종근린생활","25m미만","45.19"," ","24,300","1","201904","9"," ","2011"
"경기도 광주시 탄벌동","집합","7**","회안대로","제3종일반주거","제1종근린생활","25m미만","43.25"," ","29,800","1","201904","9"," ","2011"
"경기도 광주시 탄벌동","일반","1**","-","제2종일반주거","제2종근린생활","25m이상","48","540.00","185,000","null","201908","8"," ","2002"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","68,250","1","201901","26"," ","2019"
"경기도 광주시 태전동","집합","6**","태봉로","제3종일반주거","판매","25m미만","9.2"," ","7,000","1","201902","11"," ","2007"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","65,100","1","201902","19"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","64,050","1","201902","23"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","64,050","1","201902","27"," ","2019"
"경기도 광주시 태전동","집합","2**","고불로","제1종일반주거","제2종근린생활","12m미만","92.65"," ","31,553","4","201902","28"," ","2018"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","64,050","1","201903","4"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","61,950","1","201903","4"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","63,525","1","201903","5"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","63,525","1","201903","5"," ","2019"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제2종근린생활","25m미만","47.12"," ","64,575","1","201903","19"," ","2019"
"경기도 광주시 태전동","집합","2**","태중로","제1종일반주거","제2종근린생활","25m미만","179.43"," ","55,000","2","201904","2"," ","2017"
"경기도 광주시 태전동","집합","6**","태봉로43번길","제2종일반주거","제2종근린생활","25m미만","35.53"," ","44,500","null","201905","13"," ","2017"
"경기도 광주시 태전동","일반","3**","고불로","제1종일반주거","제1종근린생활","8m미만","478.11","341.00","149,970","null","201906","20"," ","1989"
"경기도 광주시 태전동","집합","1**","태전동로","제2종일반주거","제1종근린생활","25m미만","36.5"," ","63,000","1","201907","22"," ","2019"
"경기도 광주시 태전동","집합","6**","태봉로13번길","제2종일반주거","제2종근린생활","12m미만","32.8"," ","25,000","null","201908","10"," ","1999"
"경기도 광주시 태전동","집합","6**","태봉로","제3종일반주거","제2종근린생활","25m미만","32.8"," ","14,500","2","201908","20"," ","2007"
"경기도 광주시 태전동","집합","7**","고불로","제2종일반주거","제1종근린생활","12m미만","29.16"," ","37,500","1","201910","21"," ","2018"
"경기도 광주시 태전동","집합","2**","태봉로42번길","자연녹지","제2종근린생활","8m미만","91.45"," ","15,400","null","201911","26"," ","2011"
"경기도 광주시 태전동","집합","2**","고불로","제1종일반주거","제1종근린생활","12m미만","281.8"," ","73,600","3","201911","27"," ","2018"
"경기도 광주시 태전동","집합","2**","고불로","제1종일반주거","제1종근린생활","12m미만","110.4"," ","28,800","3","201911","27"," ","2018"
"경기도 광주시 태전동","집합","2**","고불로","제1종일반주거","제1종근린생활","12m미만","273.74"," ","71,400","3","201911","27"," ","2018"
"경기도 광주시 태전동","집합","2**","고불로","제1종일반주거","제1종근린생활","12m미만","138.82"," ","36,200","3","201911","27"," ","2018"
"경기도 광주시 태전동","일반","5**","광남안로","계획관리","제1종근린생활","8m미만","597.6","683.00","100,000","null","201912","20"," ","2006"
